date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:07:16	138869/138869	---M--	200	added ('OK')	image/png	etag:%225b22238c-21e75%22	https://www.vertu-moscow.su/upload/iblock/bc5/bc50b8799387a7e5741a885f93f994cc.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/bc5/bc50b8799387a7e5741a885f93f994cc.png	(from https://www.vertu-moscow.su/shop/)
17:07:16	117944/117944	---M--	200	added ('OK')	image/png	etag:%225b222385-1ccb8%22	https://www.vertu-moscow.su/upload/iblock/930/9300c437dd4b589d39a4ad15709a0488.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/930/9300c437dd4b589d39a4ad15709a0488.png	(from https://www.vertu-moscow.su/shop/)
17:07:17	231629/231629	---M--	200	added ('OK')	image/png	etag:%225b222383-388cd%22	https://www.vertu-moscow.su/upload/iblock/3ab/3ab4938854a4a2fa2575e227ccc5062d.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/3ab/3ab4938854a4a2fa2575e227ccc5062d.png	(from https://www.vertu-moscow.su/shop/)
17:07:17	207279/207279	---M--	200	added ('OK')	image/png	etag:%225b222389-329af%22	https://www.vertu-moscow.su/upload/iblock/bb4/bb4a9defc9136b52a1e82fde0bb0b2f9.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/bb4/bb4a9defc9136b52a1e82fde0bb0b2f9.png	(from https://www.vertu-moscow.su/shop/)
17:07:17	89610/89610	---M--	200	added ('OK')	image/png	etag:%225bebfefc-15e0a%22	https://www.vertu-moscow.su/upload/iblock/f67/f67ff1e4625dc45183a61c0123fc586d.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/f67/f67ff1e4625dc45183a61c0123fc586d.png	(from https://www.vertu-moscow.su/shop/)
17:07:17	77696/77696	---M--	200	added ('OK')	image/png	etag:%225b222385-12f80%22	https://www.vertu-moscow.su/upload/iblock/e1b/e1b16fb65b6eafa58d6cfa925d422baf.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/e1b/e1b16fb65b6eafa58d6cfa925d422baf.png	(from https://www.vertu-moscow.su/shop/)
17:07:17	134297/134297	---M--	200	added ('OK')	image/png	etag:%225b222391-20c99%22	https://www.vertu-moscow.su/upload/iblock/35f/35f1b4f4d4fa6c7852643abbd3c83824.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/35f/35f1b4f4d4fa6c7852643abbd3c83824.png	(from https://www.vertu-moscow.su/shop/)
17:07:18	122754/122754	---M--	200	added ('OK')	image/png	etag:%225b222384-1df82%22	https://www.vertu-moscow.su/upload/iblock/51e/51e6b61daddb062c1a835f85eaf24668.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/51e/51e6b61daddb062c1a835f85eaf24668.png	(from https://www.vertu-moscow.su/shop/)
17:07:18	123201/123201	---M--	200	added ('OK')	image/png	etag:%225b222385-1e141%22	https://www.vertu-moscow.su/upload/iblock/924/924936a562a4d156efa21de1e2cdc4c5.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/924/924936a562a4d156efa21de1e2cdc4c5.png	(from https://www.vertu-moscow.su/shop/)
17:07:18	139063/139063	---M--	200	added ('OK')	image/png	etag:%225b222389-21f37%22	https://www.vertu-moscow.su/upload/iblock/101/101857170479990156f95b92e06115bc.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/101/101857170479990156f95b92e06115bc.png	(from https://www.vertu-moscow.su/shop/)
17:07:18	129981/129981	---M--	200	added ('OK')	image/png	etag:%22603e4c7e-1fbbd%22	https://www.vertu-moscow.su/upload/iblock/6dd/6ddc311023c9ca6d3e25e584198bae88.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/6dd/6ddc311023c9ca6d3e25e584198bae88.png	(from https://www.vertu-moscow.su/shop/)
17:07:19	127339/127339	---M--	200	added ('OK')	image/png	etag:%22603e4e08-1f16b%22	https://www.vertu-moscow.su/upload/iblock/82c/82c16bc1f75376ec763a6fee96e50c6d.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/82c/82c16bc1f75376ec763a6fee96e50c6d.png	(from https://www.vertu-moscow.su/shop/)
17:07:19	132162/132162	---M--	200	added ('OK')	image/png	etag:%225b222392-20442%22	https://www.vertu-moscow.su/upload/iblock/ab4/ab4f05bfa30b24b2b32faf220341f051.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/ab4/ab4f05bfa30b24b2b32faf220341f051.png	(from https://www.vertu-moscow.su/shop/)
17:07:19	127118/127118	---M--	200	added ('OK')	image/png	etag:%225b222390-1f08e%22	https://www.vertu-moscow.su/upload/iblock/693/693d6da4ac35e8a6daef4a010759ad29.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/693/693d6da4ac35e8a6daef4a010759ad29.png	(from https://www.vertu-moscow.su/shop/)
17:07:19	116838/116838	---M--	200	added ('OK')	image/png	etag:%225b222387-1c866%22	https://www.vertu-moscow.su/upload/iblock/192/19276c05b2fbcdf9a1466ec48133b8d8.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/192/19276c05b2fbcdf9a1466ec48133b8d8.png	(from https://www.vertu-moscow.su/shop/)
17:07:19	134950/134950	---M--	200	added ('OK')	image/png	etag:%225b222384-20f26%22	https://www.vertu-moscow.su/upload/iblock/5a3/5a37eec7b12be183a2c108781ef215b1.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/5a3/5a37eec7b12be183a2c108781ef215b1.png	(from https://www.vertu-moscow.su/shop/)
17:07:20	156132/156132	---M--	200	added ('OK')	image/png	etag:%225b222391-261e4%22	https://www.vertu-moscow.su/upload/iblock/146/146bc9c207ede82789265d948865a021.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/146/146bc9c207ede82789265d948865a021.png	(from https://www.vertu-moscow.su/shop/)
17:07:20	125164/125164	---M--	200	added ('OK')	image/png	etag:%225b222390-1e8ec%22	https://www.vertu-moscow.su/upload/iblock/087/087572881409143833e3ad4dd44caa3f.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/087/087572881409143833e3ad4dd44caa3f.png	(from https://www.vertu-moscow.su/shop/)
17:07:20	121012/121012	---M--	200	added ('OK')	image/png	etag:%225b222386-1d8b4%22	https://www.vertu-moscow.su/upload/iblock/b58/b5815165749112cb9113967af8cac683.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/b58/b5815165749112cb9113967af8cac683.png	(from https://www.vertu-moscow.su/shop/)
17:07:20	117451/117451	---M--	200	added ('OK')	image/png	etag:%225b222388-1cacb%22	https://www.vertu-moscow.su/upload/iblock/e43/e435199a4bfe8bf5538c2be406b7a872.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/e43/e435199a4bfe8bf5538c2be406b7a872.png	(from https://www.vertu-moscow.su/shop/)
17:07:21	118275/118275	---M--	200	added ('OK')	image/png	etag:%225b222391-1ce03%22	https://www.vertu-moscow.su/upload/iblock/953/9532585c153231f8c07aec34956cef1b.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/953/9532585c153231f8c07aec34956cef1b.png	(from https://www.vertu-moscow.su/shop/)
17:07:21	147348/147348	---M--	200	added ('OK')	image/png	etag:%225b222391-23f94%22	https://www.vertu-moscow.su/upload/iblock/e3a/e3a08866d422d45641c7351f9c255c66.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/e3a/e3a08866d422d45641c7351f9c255c66.png	(from https://www.vertu-moscow.su/shop/)
17:07:21	126677/126677	---M--	200	added ('OK')	image/png	etag:%225b222383-1eed5%22	https://www.vertu-moscow.su/upload/iblock/22a/22a5289e8c034354a0752270e4089d65.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/22a/22a5289e8c034354a0752270e4089d65.png	(from https://www.vertu-moscow.su/shop/)
17:07:21	193782/193782	---M--	200	added ('OK')	image/png	etag:%225b22238f-2f4f6%22	https://www.vertu-moscow.su/upload/iblock/65e/65e185077778a4590eb3fa200fb4af06.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/65e/65e185077778a4590eb3fa200fb4af06.png	(from https://www.vertu-moscow.su/shop/)
17:07:22	191816/191816	---M--	200	added ('OK')	image/png	etag:%225b22238b-2ed48%22	https://www.vertu-moscow.su/upload/iblock/f24/f2416db1320539ec711653e1079a9733.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/f24/f2416db1320539ec711653e1079a9733.png	(from https://www.vertu-moscow.su/shop/)
17:07:22	159135/159135	---M--	200	added ('OK')	image/png	etag:%225b222387-26d9f%22	https://www.vertu-moscow.su/upload/iblock/5f4/5f4f6573a543624e4994327a8b5a4b52.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/5f4/5f4f6573a543624e4994327a8b5a4b52.png	(from https://www.vertu-moscow.su/shop/)
17:07:22	62881/62881	---M--	200	added ('OK')	image/jpeg	etag:%225b222384-f5a1%22	https://www.vertu-moscow.su/upload/iblock/76f/76f479c41285e2c1d3167eaefbb370f5.jpg	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/76f/76f479c41285e2c1d3167eaefbb370f5.jpg	(from https://www.vertu-moscow.su/shop/)
17:07:22	215398/215398	---M--	200	added ('OK')	image/png	etag:%225b222387-34966%22	https://www.vertu-moscow.su/upload/iblock/e90/e90ad32c79f98c1c6b295532477edbf8.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/e90/e90ad32c79f98c1c6b295532477edbf8.png	(from https://www.vertu-moscow.su/shop/)
17:07:22	141692/141692	---M--	200	added ('OK')	image/png	etag:%225b222387-2297c%22	https://www.vertu-moscow.su/upload/iblock/b2b/b2b2a6a0de83c191ee5f86e56f3d1a8b.png	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/upload/iblock/b2b/b2b2a6a0de83c191ee5f86e56f3d1a8b.png	(from https://www.vertu-moscow.su/shop/)
17:07:25	137819/137819	---M-Z	200	added ('OK')	application/javascript	etag:%2261430320-d24d%22	https://mc.yandex.ru/metrika/watch.js	C:/Users/User/Desktop/copy%20site/osanca/mc.yandex.ru/metrika/watch.js	(from https://www.vertu-moscow.su/shop/)
17:07:26	49529/49529	---MC-	200	added ('OK')	text/javascript	date:Wed,%2011%20Aug%202021%2000:32:57%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/User/Desktop/copy%20site/osanca/www.google-analytics.com/analytics.js	(from https://www.vertu-moscow.su/shop/)
17:07:26	4178/4178	---M--	200	added ('OK')	image/gif	etag:%225d31e653-1052%22	https://www.vertu-moscow.su/common/slick-slider/ajax-loader.gif	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/common/slick-slider/ajax-loader.gif	(from https://www.vertu-moscow.su/common/slick-slider/slick.css)
17:07:27	28379/28379	---MCZ	404	error ('%e1%e2%e0%a0%ad%a8%e6%a0%20%ad%a5%20%ad%a0%a9%a4%a5%ad%a0')	text/html	date:Thu,%2016%20Sep%202021%2012:07:44%20GMT	https://www.vertu-moscow.su/common/slick-slider/fonts/slick.eot	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/common/slick-slider/fonts/slick.eot	(from https://www.vertu-moscow.su/common/slick-slider/slick.css)
17:07:27	28379/28379	---MCZ	404	error ('%e1%e2%e0%a0%ad%a8%e6%a0%20%ad%a5%20%ad%a0%a9%a4%a5%ad%a0')	text/html	date:Thu,%2016%20Sep%202021%2012:07:45%20GMT	https://www.vertu-moscow.su/common/slick-slider/fonts/slick.eot?	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/common/slick-slider/fonts/slickd41d.eot	(from https://www.vertu-moscow.su/common/slick-slider/slick.css)
17:07:27	28379/28379	---MCZ	404	error ('%e1%e2%e0%a0%ad%a8%e6%a0%20%ad%a5%20%ad%a0%a9%a4%a5%ad%a0')	text/html	date:Thu,%2016%20Sep%202021%2012:07:45%20GMT	https://www.vertu-moscow.su/common/slick-slider/fonts/slick.woff	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/common/slick-slider/fonts/slick.woff	(from https://www.vertu-moscow.su/common/slick-slider/slick.css)
17:07:27	28379/28379	---MCZ	404	error ('%e1%e2%e0%a0%ad%a8%e6%a0%20%ad%a5%20%ad%a0%a9%a4%a5%ad%a0')	text/html	date:Thu,%2016%20Sep%202021%2012:07:45%20GMT	https://www.vertu-moscow.su/common/slick-slider/fonts/slick.ttf	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/common/slick-slider/fonts/slick.ttf	(from https://www.vertu-moscow.su/common/slick-slider/slick.css)
17:07:28	28379/28379	---MCZ	404	error ('%e1%e2%e0%a0%ad%a8%e6%a0%20%ad%a5%20%ad%a0%a9%a4%a5%ad%a0')	text/html	date:Thu,%2016%20Sep%202021%2012:07:45%20GMT	https://www.vertu-moscow.su/common/slick-slider/fonts/slick.svg	C:/Users/User/Desktop/copy%20site/osanca/www.vertu-moscow.su/common/slick-slider/fonts/slick.svg	(from https://www.vertu-moscow.su/common/slick-slider/slick.css)
